Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
internal_long_Peribunya_M_1_1_internal_32	506	0	0	397	0	924	0	0	0
internal_long_Peribunya_M_1_1_internal_33	622	0	0	780	0	872	0	0	0
internal_long_Peribunya_M_1_1_internal_34	633	0	0	357	0	789	0	0	0
internal_long_Peribunya_M_1_1_internal_35	1174	187	153	1399	144	2125	51	73	62
internal_long_Peribunya_M_1_1_internal_36	1274	0	283	432	0	1708	0	0	0
internal_long_Peribunya_M_1_1_internal_37	1572	0	0	1274	0	1410	0	0	0
internal_long_Peribunya_M_1_1_internal_38	5083	1131	529	8956	853	9976	309	575	160
internal_long_Peribunya_M_1_1_internal_39	821	0	445	1686	0	2454	0	0	0
internal_long_Peribunya_M_1_1_internal_4	33	50	369	1298	311	1758	200	32	11
internal_long_Peribunya_M_1_1_internal_40	1482	203	229	1031	285	1795	14	82	46
internal_long_Peribunya_M_1_1_internal_41	2169	524	0	1266	0	2567	0	0	0
internal_long_Peribunya_M_1_1_internal_42	1569	437	188	4018	427	2026	129	124	22
internal_long_Peribunya_M_1_1_internal_43	1654	821	0	2837	0	3200	0	0	0
internal_long_Peribunya_M_1_1_internal_44	1095	629	0	2169	0	3114	0	0	0
internal_long_Peribunya_M_1_1_internal_45	1341	127	225	1407	66	963	98	116	50
internal_long_Peribunya_M_1_1_internal_46	1548	384	343	1657	164	2595	28	10	40
internal_long_Peribunya_M_1_1_internal_47	1775	406	279	2130	215	2055	141	28	63
internal_long_Peribunya_M_1_1_internal_48	375	216	329	1198	311	2324	76	20	27
internal_long_Peribunya_M_1_1_internal_49	497	0	0	1072	0	831	0	0	0
internal_long_Peribunya_M_1_1_internal_5	1421	0	0	857	0	1853	0	0	0
internal_long_Peribunya_M_1_1_internal_50	672	0	360	377	0	1238	0	0	0
internal_long_Peribunya_M_1_1_internal_51	1364	291	140	935	106	1183	91	32	42
internal_long_Peribunya_M_1_1_internal_52	514	0	418	1261	0	1567	0	0	0
internal_long_Peribunya_M_1_1_internal_53	329	120	365	2227	401	2038	314	98	53
internal_long_Peribunya_M_1_1_internal_54	1749	376	151	2113	250	2238	139	55	49
internal_long_Peribunya_M_1_1_internal_55	1544	0	0	2071	0	2124	0	0	0
internal_long_Peribunya_M_1_1_internal_56	649	0	463	1778	0	1786	0	0	0
internal_long_Peribunya_M_1_1_internal_57	1561	0	0	1273	0	2132	0	0	0
internal_long_Peribunya_M_1_1_internal_58	994	206	301	2686	3	3042	10	52	75
internal_long_Peribunya_M_1_1_internal_59	1769	0	558	2880	0	3248	0	0	0
internal_long_Peribunya_M_1_1_internal_6	2118	0	0	2530	0	3557	0	0	0
internal_long_Peribunya_M_1_1_internal_60	604	0	489	1741	0	2140	0	0	0
internal_long_Peribunya_M_1_1_internal_61	1154	0	447	1289	0	1501	0	0	0
internal_long_Peribunya_M_1_1_internal_62	949	0	392	925	0	2641	0	0	0
internal_long_Peribunya_M_1_1_internal_63	559	0	345	1202	0	1478	0	0	0
internal_long_Peribunya_M_1_1_internal_64	1517	0	0	2141	0	2617	0	0	0
internal_long_Peribunya_M_1_1_internal_65	3638	1159	0	2504	0	4260	0	0	0
internal_long_Peribunya_M_1_1_internal_66	1866	242	637	2627	176	3779	185	30	139
internal_long_Peribunya_M_1_1_internal_67	0	0	603	2301	0	2295	0	0	0
internal_long_Peribunya_M_1_1_internal_68	757	198	205	1385	38	1962	71	3	52
internal_long_Peribunya_M_1_1_internal_69	804	115	212	303	68	342	115	2	36
internal_long_Peribunya_M_1_1_internal_7	822	0	353	1398	0	1957	0	0	0
internal_long_Peribunya_M_1_1_internal_70	447	0	203	404	0	499	0	0	0
internal_long_Peribunya_M_1_1_internal_71	990	0	0	326	0	345	0	0	0
internal_long_Peribunya_M_1_1_internal_8	1193	455	170	1943	405	2610	118	155	27
internal_long_Peribunya_M_1_1_internal_9	1304	0	510	1399	0	1940	0	0	0
internal_long_Peribunya_NSS_1_internal_1	0	1555	1077	126	1193	0	202	0	0
internal_long_Peribunya_NSS_1_internal_10	0	1323	445	128	1285	0	302	270	0
internal_long_Peribunya_NSS_1_internal_100	0	219	134	0	170	0	74	0	0
internal_long_Peribunya_NSS_1_internal_101	9	158	123	17	200	8	50	12	35
internal_long_Peribunya_NSS_1_internal_102	21	383	128	22	396	10	142	19	72
internal_long_Peribunya_NSS_1_internal_103	0	438	182	38	345	0	203	0	0
internal_long_Peribunya_NSS_1_internal_104	0	773	532	92	773	0	155	0	60
internal_long_Peribunya_NSS_1_internal_105	1	1150	447	121	1050	29	355	192	40
internal_long_Peribunya_NSS_1_internal_106	0	3082	1260	289	3042	0	681	388	0
internal_long_Peribunya_NSS_1_internal_107	0	332	220	39	295	0	0	0	0
internal_long_Peribunya_NSS_1_internal_108	0	409	171	63	341	0	100	51	0
internal_long_Peribunya_NSS_1_internal_109	13	197	151	15	231	11	89	64	5
internal_long_Peribunya_NSS_1_internal_11	7	188	41	10	183	1	68	67	28
internal_long_Peribunya_NSS_1_internal_110	0	174	133	0	158	0	54	40	0
internal_long_Peribunya_NSS_1_internal_111	0	304	204	37	376	0	97	0	0
internal_long_Peribunya_NSS_1_internal_112	9	235	162	25	215	5	63	19	11
internal_long_Peribunya_NSS_1_internal_113	0	172	109	26	129	0	49	38	0
internal_long_Peribunya_NSS_1_internal_114	0	372	165	57	430	0	140	0	41
internal_long_Peribunya_NSS_1_internal_115	0	255	135	26	262	0	48	0	0
internal_long_Peribunya_NSS_1_internal_116	31	580	305	29	517	6	154	55	49
internal_long_Peribunya_NSS_1_internal_117	20	168	161	0	171	0	61	0	0
internal_long_Peribunya_NSS_1_internal_118	0	565	440	76	530	0	0	0	0
internal_long_Peribunya_NSS_1_internal_119	0	199	193	0	204	0	70	0	0
internal_long_Peribunya_NSS_1_internal_12	0	777	458	84	900	0	188	112	0
internal_long_Peribunya_NSS_1_internal_120	0	196	195	31	206	0	0	0	0
internal_long_Peribunya_NSS_1_internal_121	0	661	467	75	567	0	176	0	0
internal_long_Peribunya_NSS_1_internal_122	12	157	112	20	153	2	46	34	39
internal_long_Peribunya_NSS_1_internal_123	0	176	233	38	204	0	62	0	29
internal_long_Peribunya_NSS_1_internal_124	0	184	126	22	168	0	0	0	0
internal_long_Peribunya_NSS_1_internal_125	0	1118	730	136	1282	0	262	0	0
internal_long_Peribunya_NSS_1_internal_126	0	727	534	93	617	0	178	0	0
internal_long_Peribunya_NSS_1_internal_127	22	161	168	17	151	4	86	12	2
internal_long_Peribunya_NSS_1_internal_128	0	200	198	28	244	0	90	0	0
internal_long_Peribunya_NSS_1_internal_129	20	168	105	7	158	1	14	23	24
internal_long_Peribunya_NSS_1_internal_13	0	327	181	0	220	0	0	46	0
internal_long_Peribunya_NSS_1_internal_130	0	219	160	28	204	0	62	0	0
internal_long_Peribunya_NSS_1_internal_131	12	239	182	20	237	11	98	81	14
internal_long_Peribunya_NSS_1_internal_132	34	314	218	0	265	0	91	0	92
internal_long_Peribunya_NSS_1_internal_133	28	268	197	0	310	0	73	0	0
internal_long_Peribunya_NSS_1_internal_134	18	518	341	62	707	8	272	127	6
internal_long_Peribunya_NSS_1_internal_135	0	331	229	49	463	0	152	0	0
internal_long_Peribunya_NSS_1_internal_136	0	516	442	58	451	0	134	0	0
internal_long_Peribunya_NSS_1_internal_137	0	165	174	21	135	0	47	0	0
internal_long_Peribunya_NSS_1_internal_138	0	2751	907	290	2863	0	631	340	0
internal_long_Peribunya_NSS_1_internal_139	0	1392	474	109	1239	0	293	223	0
internal_long_Peribunya_NSS_1_internal_14	0	588	282	78	605	0	184	155	0
internal_long_Peribunya_NSS_1_internal_140	27	240	185	0	314	0	92	0	0
internal_long_Peribunya_NSS_1_internal_141	0	123	94	27	180	0	59	0	29
internal_long_Peribunya_NSS_1_internal_142	3	261	46	16	229	16	78	44	10
internal_long_Peribunya_NSS_1_internal_143	0	874	541	82	679	0	149	0	0
internal_long_Peribunya_NSS_1_internal_144	0	1645	393	138	1694	0	329	272	0
internal_long_Peribunya_NSS_1_internal_145	3	613	378	63	556	17	166	105	5
internal_long_Peribunya_NSS_1_internal_146	0	427	221	56	512	0	118	152	0
internal_long_Peribunya_NSS_1_internal_147	0	1045	617	95	986	0	230	0	0
internal_long_Peribunya_NSS_1_internal_148	0	439	239	47	353	0	110	0	0
internal_long_Peribunya_NSS_1_internal_149	0	193	161	0	261	0	67	47	40
internal_long_Peribunya_NSS_1_internal_15	9	171	48	13	203	5	68	66	28
internal_long_Peribunya_NSS_1_internal_150	13	573	296	54	478	20	176	49	18
internal_long_Peribunya_NSS_1_internal_151	5	674	399	52	726	29	215	88	40
internal_long_Peribunya_NSS_1_internal_152	41	429	332	0	394	0	113	0	73
internal_long_Peribunya_NSS_1_internal_153	0	856	571	96	896	0	165	0	0
internal_long_Peribunya_NSS_1_internal_154	0	1248	564	129	1092	0	288	190	0
internal_long_Peribunya_NSS_1_internal_155	0	1086	389	91	1173	0	364	197	0
internal_long_Peribunya_NSS_1_internal_156	7	165	121	16	190	19	49	1	46
internal_long_Peribunya_NSS_1_internal_157	0	1622	336	148	1557	0	190	242	0
internal_long_Peribunya_NSS_1_internal_158	0	688	278	74	634	0	268	142	0
internal_long_Peribunya_NSS_1_internal_159	30	1037	307	75	841	16	184	141	19
internal_long_Peribunya_NSS_1_internal_16	0	170	156	22	187	0	0	0	0
internal_long_Peribunya_NSS_1_internal_160	0	1625	290	126	1532	0	398	218	0
internal_long_Peribunya_NSS_1_internal_161	10	729	327	59	613	4	103	2	74
internal_long_Peribunya_NSS_1_internal_162	29	818	186	73	793	17	259	142	31
internal_long_Peribunya_NSS_1_internal_163	11	324	189	42	347	10	71	65	30
internal_long_Peribunya_NSS_1_internal_164	42	1290	701	104	1091	47	333	263	20
internal_long_Peribunya_NSS_1_internal_165	7	140	119	9	170	3	71	9	20
internal_long_Peribunya_NSS_1_internal_166	0	313	280	33	383	0	97	0	0
internal_long_Peribunya_NSS_1_internal_167	18	624	369	45	397	9	167	50	35
internal_long_Peribunya_NSS_1_internal_168	0	209	143	0	252	0	69	0	0
internal_long_Peribunya_NSS_1_internal_169	0	186	168	32	325	0	71	0	0
internal_long_Peribunya_NSS_1_internal_17	0	3433	1057	317	3392	0	624	434	0
internal_long_Peribunya_NSS_1_internal_170	0	1745	401	148	1742	0	335	281	0
internal_long_Peribunya_NSS_1_internal_171	0	569	324	46	511	0	133	0	0
internal_long_Peribunya_NSS_1_internal_172	0	1409	478	146	1385	0	362	197	0
internal_long_Peribunya_NSS_1_internal_173	0	945	620	83	787	0	182	118	0
internal_long_Peribunya_NSS_1_internal_174	0	148	159	25	173	0	46	0	0
internal_long_Peribunya_NSS_1_internal_175	0	573	476	51	453	0	148	0	0
internal_long_Peribunya_NSS_1_internal_176	0	163	90	32	252	0	54	0	85
internal_long_Peribunya_NSS_1_internal_177	0	232	120	41	278	0	133	58	0
internal_long_Peribunya_NSS_1_internal_178	0	236	148	41	228	0	108	47	0
internal_long_Peribunya_NSS_1_internal_179	0	845	562	90	834	0	209	0	0
internal_long_Peribunya_NSS_1_internal_18	32	2356	893	219	2112	41	553	277	146
internal_long_Peribunya_NSS_1_internal_180	10	571	277	49	583	17	161	99	21
internal_long_Peribunya_NSS_1_internal_181	0	1648	406	149	1582	0	347	318	0
internal_long_Peribunya_NSS_1_internal_182	16	273	158	34	306	9	148	65	37
internal_long_Peribunya_NSS_1_internal_183	0	455	379	66	490	0	111	0	0
internal_long_Peribunya_NSS_1_internal_184	0	435	118	53	448	0	131	97	0
internal_long_Peribunya_NSS_1_internal_185	0	361	273	0	317	0	72	0	0
internal_long_Peribunya_NSS_1_internal_186	0	2412	824	238	2004	0	366	0	0
internal_long_Peribunya_NSS_1_internal_187	0	1359	387	147	1320	0	343	151	0
internal_long_Peribunya_NSS_1_internal_188	31	1094	559	104	948	7	320	99	83
internal_long_Peribunya_NSS_1_internal_189	0	251	206	27	226	0	0	0	25
internal_long_Peribunya_NSS_1_internal_19	15	1075	412	95	975	13	261	136	65
internal_long_Peribunya_NSS_1_internal_190	9	642	320	53	815	7	105	48	11
internal_long_Peribunya_NSS_1_internal_191	0	241	175	0	262	0	56	0	0
internal_long_Peribunya_NSS_1_internal_192	10	1048	229	64	995	22	242	109	37
internal_long_Peribunya_NSS_1_internal_193	0	458	348	68	559	0	175	0	0
internal_long_Peribunya_NSS_1_internal_194	11	435	253	50	518	9	181	66	55
internal_long_Peribunya_NSS_1_internal_195	0	1076	508	86	924	0	204	0	90
internal_long_Peribunya_NSS_1_internal_2	25	536	272	48	580	5	182	119	38
internal_long_Peribunya_NSS_1_internal_20	0	609	385	54	614	0	160	0	0
internal_long_Peribunya_NSS_1_internal_21	0	244	122	39	210	0	87	0	72
internal_long_Peribunya_NSS_1_internal_22	9	1003	327	86	769	24	136	40	22
internal_long_Peribunya_NSS_1_internal_23	0	607	392	62	462	0	217	0	0
internal_long_Peribunya_NSS_1_internal_24	0	819	490	79	835	0	0	0	0
internal_long_Peribunya_NSS_1_internal_25	5	225	141	14	263	9	76	21	11
internal_long_Peribunya_NSS_1_internal_26	0	3371	1117	331	3456	0	806	432	0
internal_long_Peribunya_NSS_1_internal_27	0	1835	603	175	1958	0	0	286	0
internal_long_Peribunya_NSS_1_internal_28	4	517	385	46	510	22	178	35	25
internal_long_Peribunya_NSS_1_internal_29	0	739	384	67	678	0	0	0	133
internal_long_Peribunya_NSS_1_internal_3	0	135	82	24	192	0	59	0	45
internal_long_Peribunya_NSS_1_internal_30	0	1941	503	175	1870	0	320	246	0
internal_long_Peribunya_NSS_1_internal_31	22	214	216	4	248	3	43	27	6
internal_long_Peribunya_NSS_1_internal_32	4	739	437	83	801	16	316	168	7
internal_long_Peribunya_NSS_1_internal_33	0	1303	448	95	1219	0	263	169	0
internal_long_Peribunya_NSS_1_internal_34	0	378	280	50	299	0	113	0	0
internal_long_Peribunya_NSS_1_internal_35	12	824	421	71	901	16	257	75	8
internal_long_Peribunya_NSS_1_internal_36	0	2462	712	181	2229	0	391	258	0
internal_long_Peribunya_NSS_1_internal_37	0	262	235	31	270	0	93	0	0
internal_long_Peribunya_NSS_1_internal_38	11	315	221	25	301	6	141	49	26
internal_long_Peribunya_NSS_1_internal_39	0	3014	812	304	2971	0	616	447	0
internal_long_Peribunya_NSS_1_internal_4	17	249	138	14	171	14	42	14	46
internal_long_Peribunya_NSS_1_internal_40	34	702	295	49	714	10	174	52	43
internal_long_Peribunya_NSS_1_internal_41	0	1229	515	123	1176	0	206	135	0
internal_long_Peribunya_NSS_1_internal_42	16	390	147	35	484	5	191	54	9
internal_long_Peribunya_NSS_1_internal_43	0	1559	434	149	1846	0	336	216	0
internal_long_Peribunya_NSS_1_internal_44	0	796	494	69	760	0	209	96	0
internal_long_Peribunya_NSS_1_internal_45	0	577	417	63	581	0	157	0	0
internal_long_Peribunya_NSS_1_internal_46	5	451	353	52	535	13	162	44	8
internal_long_Peribunya_NSS_1_internal_47	0	879	476	92	883	0	253	124	0
internal_long_Peribunya_NSS_1_internal_48	0	1164	711	132	1275	0	240	0	0
internal_long_Peribunya_NSS_1_internal_49	0	1073	436	113	1171	0	348	165	0
internal_long_Peribunya_NSS_1_internal_5	0	1304	378	139	961	0	253	263	0
internal_long_Peribunya_NSS_1_internal_50	0	2048	0	173	2212	0	398	467	0
internal_long_Peribunya_NSS_1_internal_51	0	1028	381	114	1022	0	269	192	0
internal_long_Peribunya_NSS_1_internal_52	0	1237	497	106	1243	79	241	0	0
internal_long_Peribunya_NSS_1_internal_53	0	794	386	91	809	0	224	0	0
internal_long_Peribunya_NSS_1_internal_54	0	784	470	81	803	0	0	0	82
internal_long_Peribunya_NSS_1_internal_55	0	454	277	57	560	0	114	81	50
internal_long_Peribunya_NSS_1_internal_56	30	558	276	48	545	6	118	25	15
internal_long_Peribunya_NSS_1_internal_57	0	1687	441	160	1666	0	310	309	0
internal_long_Peribunya_NSS_1_internal_58	0	1587	375	142	1532	0	345	163	0
internal_long_Peribunya_NSS_1_internal_59	0	196	139	27	122	0	48	0	0
internal_long_Peribunya_NSS_1_internal_6	0	249	186	0	201	0	84	0	0
internal_long_Peribunya_NSS_1_internal_60	23	366	232	28	375	14	135	14	3
internal_long_Peribunya_NSS_1_internal_61	0	456	260	43	431	0	160	0	0
internal_long_Peribunya_NSS_1_internal_62	8	396	183	29	350	12	28	49	49
internal_long_Peribunya_NSS_1_internal_63	0	435	321	66	371	0	107	0	0
internal_long_Peribunya_NSS_1_internal_64	0	417	272	41	417	0	106	0	0
internal_long_Peribunya_NSS_1_internal_65	0	193	172	27	262	0	67	0	0
internal_long_Peribunya_NSS_1_internal_66	0	599	495	75	500	0	128	0	0
internal_long_Peribunya_NSS_1_internal_67	16	315	213	39	414	11	121	4	49
internal_long_Peribunya_NSS_1_internal_68	0	165	159	28	184	0	69	0	29
internal_long_Peribunya_NSS_1_internal_69	0	264	108	23	232	0	80	0	55
internal_long_Peribunya_NSS_1_internal_7	0	500	354	64	383	0	110	0	0
internal_long_Peribunya_NSS_1_internal_70	12	203	183	12	282	5	120	15	45
internal_long_Peribunya_NSS_1_internal_71	0	183	228	0	182	0	0	0	0
internal_long_Peribunya_NSS_1_internal_72	8	177	193	27	246	2	81	36	6
internal_long_Peribunya_NSS_1_internal_73	9	305	205	29	299	8	79	16	15
internal_long_Peribunya_NSS_1_internal_74	16	492	358	60	521	17	176	66	64
internal_long_Peribunya_NSS_1_internal_75	0	223	177	22	228	0	0	0	0
internal_long_Peribunya_NSS_1_internal_76	0	85	116	26	204	0	69	0	33
internal_long_Peribunya_NSS_1_internal_77	0	933	455	91	718	0	150	0	0
internal_long_Peribunya_NSS_1_internal_78	0	840	452	88	820	0	162	0	140
internal_long_Peribunya_NSS_1_internal_79	29	189	176	0	164	0	0	0	0
internal_long_Peribunya_NSS_1_internal_8	0	371	269	38	361	0	71	0	0
internal_long_Peribunya_NSS_1_internal_80	7	385	233	41	362	11	121	65	23
internal_long_Peribunya_NSS_1_internal_81	20	125	106	0	246	0	103	49	0
internal_long_Peribunya_NSS_1_internal_82	21	476	157	34	424	14	170	79	56
internal_long_Peribunya_NSS_1_internal_83	9	351	296	45	380	2	72	29	44
internal_long_Peribunya_NSS_1_internal_84	16	366	204	29	426	12	166	23	42
internal_long_Peribunya_NSS_1_internal_85	23	250	87	0	276	0	115	61	0
internal_long_Peribunya_NSS_1_internal_86	0	148	117	21	169	0	52	0	36
internal_long_Peribunya_NSS_1_internal_87	0	231	202	24	249	0	67	0	0
internal_long_Peribunya_NSS_1_internal_88	14	243	146	19	268	10	110	67	18
internal_long_Peribunya_NSS_1_internal_89	5	327	239	22	367	5	103	9	14
internal_long_Peribunya_NSS_1_internal_9	0	311	243	54	306	0	141	0	66
internal_long_Peribunya_NSS_1_internal_90	0	190	231	30	262	0	0	0	0
internal_long_Peribunya_NSS_1_internal_91	10	411	230	40	478	12	153	48	65
internal_long_Peribunya_NSS_1_internal_92	0	872	345	96	949	0	398	192	0
internal_long_Peribunya_NSS_1_internal_93	0	301	119	0	181	0	82	0	37
internal_long_Peribunya_NSS_1_internal_94	0	218	126	29	190	0	0	0	0
internal_long_Peribunya_NSS_1_internal_95	0	713	334	64	635	0	261	0	0
internal_long_Peribunya_NSS_1_internal_96	0	432	176	44	350	0	128	0	0
internal_long_Peribunya_NSS_1_internal_97	6	159	65	27	228	3	67	55	54
internal_long_Peribunya_NSS_1_internal_98	0	1239	577	95	1155	0	157	0	0
internal_long_Peribunya_NSS_1_internal_99	0	444	216	54	408	0	106	0	45
internal_long_Peribunya_RDRP_1_1_internal_1	1713	4	248	703	382	787	136	52	30
internal_long_Peribunya_RDRP_1_1_internal_10	1316	0	317	978	0	306	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_100	4115	173	310	3689	483	937	412	117	74
internal_long_Peribunya_RDRP_1_1_internal_101	1218	0	275	866	0	434	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_102	2833	0	0	678	0	0	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_103	2719	0	0	1083	0	278	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_104	4502	80	43	3632	506	527	464	283	59
internal_long_Peribunya_RDRP_1_1_internal_105	910	0	350	453	0	621	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_106	2501	78	145	1582	158	419	165	89	39
internal_long_Peribunya_RDRP_1_1_internal_107	1355	0	518	1416	0	652	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_108	4659	0	0	2716	0	1377	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_109	2572	0	0	7378	1713	1765	1065	0	0
internal_long_Peribunya_RDRP_1_1_internal_11	2372	0	0	481	0	0	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_110	2531	0	0	1217	0	220	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_111	2621	0	0	6590	1447	1830	1029	0	0
internal_long_Peribunya_RDRP_1_1_internal_112	3176	102	321	3391	493	1180	258	87	90
internal_long_Peribunya_RDRP_1_1_internal_113	3523	38	146	1325	99	437	221	153	79
internal_long_Peribunya_RDRP_1_1_internal_114	0	0	0	1055	0	529	239	0	0
internal_long_Peribunya_RDRP_1_1_internal_115	1741	0	0	0	0	563	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_116	3413	0	740	2015	0	0	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_117	5511	237	413	2729	322	2136	110	75	88
internal_long_Peribunya_RDRP_1_1_internal_118	1826	0	493	1336	0	926	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_119	1512	0	347	485	0	805	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_12	2123	0	0	1362	0	686	645	0	0
internal_long_Peribunya_RDRP_1_1_internal_120	1745	0	0	0	0	0	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_121	9073	368	1009	10258	1338	4860	780	85	241
internal_long_Peribunya_RDRP_1_1_internal_122	4763	0	760	4401	0	843	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_123	3186	0	685	3254	0	1440	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_124	5729	0	0	4924	0	1120	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_125	1410	0	509	1226	0	1268	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_126	1753	40	173	606	44	75	24	61	10
internal_long_Peribunya_RDRP_1_1_internal_127	2644	0	0	725	0	0	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_128	1983	0	0	794	0	0	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_129	1620	0	409	625	0	193	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_13	8241	142	787	6606	729	2104	599	162	172
internal_long_Peribunya_RDRP_1_1_internal_130	9487	677	814	11775	1677	3162	1427	426	104
internal_long_Peribunya_RDRP_1_1_internal_131	2810	0	439	1230	0	1308	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_132	3519	0	0	1605	0	0	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_133	1242	0	0	796	0	171	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_134	4249	223	75	3089	168	676	184	127	41
internal_long_Peribunya_RDRP_1_1_internal_135	5029	228	106	1933	54	171	191	220	34
internal_long_Peribunya_RDRP_1_1_internal_136	8169	0	0	5410	0	2040	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_137	2818	0	0	3304	0	692	659	0	0
internal_long_Peribunya_RDRP_1_1_internal_138	2501	0	0	2423	0	465	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_139	2993	0	623	3072	0	1643	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_14	723	0	0	307	0	423	195	0	0
internal_long_Peribunya_RDRP_1_1_internal_140	3100	0	561	2459	0	1071	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_141	3275	0	0	2301	0	944	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_142	3590	0	0	1416	0	452	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_143	1177	0	733	2880	0	1203	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_144	5256	284	92	3439	574	569	320	328	51
internal_long_Peribunya_RDRP_1_1_internal_145	7485	158	443	2795	565	1510	259	205	136
internal_long_Peribunya_RDRP_1_1_internal_146	3986	208	75	3686	746	1371	450	262	48
internal_long_Peribunya_RDRP_1_1_internal_147	4471	0	634	3772	0	349	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_148	2881	0	749	4059	0	1482	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_149	2847	170	104	1062	48	1127	242	153	5
internal_long_Peribunya_RDRP_1_1_internal_15	4051	0	0	933	0	0	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_150	4139	122	80	2248	308	493	50	96	92
internal_long_Peribunya_RDRP_1_1_internal_151	1286	0	380	882	0	802	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_152	2312	0	528	2058	0	822	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_153	2287	0	0	921	0	544	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_154	3150	0	0	1046	0	694	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_155	3685	0	0	3679	0	1387	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_156	2270	0	0	457	0	601	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_157	3356	0	0	2083	0	919	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_158	3909	338	223	1651	177	1064	385	88	67
internal_long_Peribunya_RDRP_1_1_internal_159	3463	0	0	2994	0	961	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_16	7791	0	0	3635	0	735	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_160	3109	149	181	1112	364	1296	288	148	19
internal_long_Peribunya_RDRP_1_1_internal_161	1184	0	235	524	0	728	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_162	6190	0	0	3103	0	1038	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_163	2372	0	0	2766	0	1040	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_164	3970	177	142	1844	96	529	170	45	42
internal_long_Peribunya_RDRP_1_1_internal_165	5122	0	0	4279	1569	1758	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_166	3263	0	480	3331	0	514	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_167	5190	0	0	3787	0	0	964	0	0
internal_long_Peribunya_RDRP_1_1_internal_168	4187	0	726	2079	0	0	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_169	4139	219	208	2553	156	282	290	77	44
internal_long_Peribunya_RDRP_1_1_internal_17	6475	1179	0	4850	0	833	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_170	5266	323	77	3805	246	330	461	263	58
internal_long_Peribunya_RDRP_1_1_internal_171	3852	112	208	2320	603	1324	658	164	15
internal_long_Peribunya_RDRP_1_1_internal_172	1051	0	0	2032	0	1414	788	0	0
internal_long_Peribunya_RDRP_1_1_internal_173	2123	0	750	3857	0	792	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_174	996	0	388	1276	0	446	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_175	2108	0	0	477	0	437	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_176	2846	0	0	1362	0	551	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_177	2952	213	145	2614	601	1976	687	250	29
internal_long_Peribunya_RDRP_1_1_internal_178	5313	261	160	2523	653	957	466	311	72
internal_long_Peribunya_RDRP_1_1_internal_18	4306	228	69	5272	765	1356	597	314	41
internal_long_Peribunya_RDRP_1_1_internal_19	6423	0	0	4927	0	1664	0	0	0
internal_long_Peribunya_RDRP_1_1_internal_2	3362	38	408	2858	479	1700	589	60	95
