Samples	SBS1	SBS2	SBS3	SBS5	SBS10b	SBS12	SBS16	SBS17a	SBS17b	SBS32	SBS48	SBS85	SBS96D	SBS96H
internal_long_Paramyxo_M_4_internal_1	320	0	0	445	112	0	0	0	0	0	0	0	0	215
internal_long_Paramyxo_M_5_internal_1	17	0	0	484	0	0	0	0	0	0	0	0	52	178
internal_long_Paramyxo_M_5_internal_2	9	0	0	426	0	0	0	0	0	0	0	0	56	168
internal_long_Paramyxo_M_5_internal_3	41	0	0	84	0	240	0	0	0	109	0	0	0	0
internal_long_Paramyxo_M_6_internal_1	77	0	0	142	0	209	0	0	0	73	0	0	0	0
internal_long_Paramyxo_M_6_internal_2	74	0	0	132	0	278	0	0	0	94	0	0	0	0
internal_long_Paramyxo_M_6_internal_3	68	0	0	596	0	348	0	0	0	0	0	0	102	228
internal_long_Paramyxo_M_6_internal_4	69	0	0	238	0	199	0	0	0	0	0	0	0	0
internal_long_Paramyxo_M_6_internal_5	33	0	0	570	0	0	0	0	0	0	0	0	58	140
internal_long_Paramyxo_M_6_internal_6	118	0	0	1123	0	555	0	0	0	0	0	0	169	472
internal_long_Paramyxo_NS1_1_internal_1	15	18	0	72	0	76	0	0	0	65	0	0	0	0
internal_long_Paramyxo_NS2_1_internal_1	1	0	0	206	0	0	0	0	0	0	0	0	0	0
internal_long_Paramyxo_N_1_internal_1	63	0	0	255	85	123	0	0	0	108	105	0	0	0
internal_long_Paramyxo_N_1_internal_2	63	0	0	1648	0	0	0	0	0	0	0	0	170	0
internal_long_Paramyxo_P_1_internal_1	1	0	0	2	0	124	0	0	0	53	0	0	0	0
internal_long_Paramyxo_P_2_internal_1	2	0	0	26	0	37	0	18	0	0	0	0	0	53
internal_long_Paramyxo_P_3_internal_1	101	0	0	737	77	0	0	0	0	0	0	0	0	0
internal_long_Paramyxo_P_3_internal_2	128	0	0	741	0	0	0	89	0	0	0	0	0	0
internal_long_Paramyxo_P_3_internal_3	137	0	0	907	0	0	0	0	0	0	0	0	0	0
internal_long_Paramyxo_P_V_C_1_internal_1	14	0	0	71	0	209	0	0	0	112	0	0	36	0
internal_long_Paramyxo_P_V_W_C_1_internal_1	0	0	0	675	0	0	0	0	0	0	0	247	0	0
internal_long_Paramyxo_P_V_W_C_1_internal_2	0	0	0	678	0	0	0	0	0	0	0	215	0	0
internal_long_Paramyxo_P_V_W_C_1_internal_3	0	0	0	1852	0	0	0	0	0	0	0	511	0	0
internal_long_Paramyxo_P_V_W_C_1_internal_4	3	0	0	387	0	238	0	0	0	86	0	198	0	0
internal_long_Paramyxo_P_V_W_C_1_internal_5	0	0	0	1039	0	0	0	0	0	0	0	224	0	0
internal_long_Paramyxo_P_V_W_C_1_internal_6	2	0	0	745	0	249	0	0	0	0	0	222	0	0
internal_long_Paramyxo_P_V_W_C_1_internal_7	0	0	0	380	0	103	0	0	0	0	0	0	0	0
internal_long_Paramyxo_P_V_W_C_1_internal_8	0	0	0	852	0	0	0	0	0	0	0	231	0	0
internal_long_Paramyxo_P_V_W_C_1_internal_9	0	62	0	801	0	0	0	0	0	0	0	212	0	0
internal_long_Paramyxo_SH_1_internal_1	5	0	0	107	0	79	0	0	0	54	0	0	0	0
internal_long_Paramyxo_SH_2_internal_1	30	0	0	64	0	158	0	0	0	77	0	0	0	0
internal_long_Peribunya_L_1_internal_1	70	0	0	2068	0	0	0	0	0	0	0	0	698	0
internal_long_Peribunya_L_1_internal_2	229	0	0	2747	0	0	0	0	0	0	0	0	689	0
internal_long_Peribunya_L_1_internal_3	120	0	0	4154	0	0	0	0	0	0	0	0	1238	0
internal_long_Peribunya_L_1_internal_4	121	0	0	957	0	0	0	0	0	0	0	0	376	264
internal_long_Peribunya_L_1_internal_5	265	0	0	4498	0	0	0	0	0	0	0	0	1476	0
internal_long_Peribunya_L_1_internal_6	90	0	0	3575	0	0	0	0	0	0	0	0	1305	891
internal_long_Peribunya_L_1_internal_7	0	0	0	4751	0	0	0	0	0	0	0	0	1351	0
internal_long_Peribunya_L_1_internal_8	148	0	0	2790	0	0	0	0	0	0	0	0	1093	0
internal_long_Peribunya_L_1_internal_9	83	0	0	2017	0	0	0	0	0	0	0	0	661	467
internal_long_Peribunya_M_1_1_internal_1	551	0	0	770	854	0	0	0	0	0	0	0	1106	0
internal_long_Peribunya_M_1_1_internal_10	1292	0	0	1501	804	0	0	0	0	0	0	0	1852	0
internal_long_Peribunya_M_1_1_internal_11	563	0	0	419	577	0	0	0	0	0	0	0	609	0
internal_long_Peribunya_M_1_1_internal_12	1204	0	0	813	699	0	0	0	0	0	0	0	1417	0
internal_long_Peribunya_M_1_1_internal_13	982	0	0	253	895	0	0	0	0	0	262	0	740	0
internal_long_Peribunya_M_1_1_internal_14	1353	0	0	1396	1133	0	0	0	0	0	456	0	2599	0
internal_long_Peribunya_M_1_1_internal_15	1484	0	0	647	2142	0	0	0	0	0	674	0	2732	0
internal_long_Peribunya_M_1_1_internal_16	884	0	0	895	426	0	0	0	0	0	335	0	1051	0
internal_long_Peribunya_M_1_1_internal_17	332	0	0	273	816	0	0	0	0	0	0	0	823	0
internal_long_Peribunya_M_1_1_internal_18	931	0	0	505	859	0	0	0	0	0	0	0	1579	0
internal_long_Peribunya_M_1_1_internal_19	424	0	0	430	611	0	0	0	0	0	0	0	508	0
internal_long_Peribunya_M_1_1_internal_2	5151	0	0	2654	5965	0	0	0	0	0	0	0	9351	0
internal_long_Peribunya_M_1_1_internal_20	2792	0	0	2242	2674	0	0	0	0	0	0	0	5164	0
internal_long_Peribunya_M_1_1_internal_21	766	0	0	598	2082	0	0	0	0	0	0	0	1466	0
internal_long_Peribunya_M_1_1_internal_22	895	0	0	666	989	0	0	0	0	0	0	0	987	0
internal_long_Peribunya_M_1_1_internal_23	1155	0	0	1017	1042	0	0	0	0	0	442	0	1448	0
internal_long_Peribunya_M_1_1_internal_24	450	0	0	283	212	0	0	0	0	0	117	0	549	0
internal_long_Peribunya_M_1_1_internal_25	1588	0	0	1549	2596	0	0	0	0	0	730	0	3266	0
internal_long_Peribunya_M_1_1_internal_26	744	0	0	333	641	0	0	0	0	0	0	0	1469	0
internal_long_Peribunya_M_1_1_internal_27	537	0	0	156	730	0	0	0	0	0	222	0	982	0
internal_long_Peribunya_M_1_1_internal_28	191	0	0	127	1395	0	0	0	0	0	0	0	757	0
internal_long_Peribunya_M_1_1_internal_29	894	0	0	579	1232	0	0	0	0	0	0	0	1355	0
internal_long_Peribunya_M_1_1_internal_3	1210	0	0	815	1571	0	0	0	0	0	557	0	2189	0
internal_long_Peribunya_M_1_1_internal_30	1027	0	0	548	800	0	0	0	0	0	289	0	1299	0
internal_long_Peribunya_M_1_1_internal_31	752	0	0	513	550	0	0	0	0	0	189	0	686	0
internal_long_Peribunya_M_1_1_internal_32	291	0	0	93	767	0	0	0	0	0	0	0	676	0
internal_long_Peribunya_M_1_1_internal_33	373	0	0	152	683	0	0	0	0	0	0	0	1066	0
internal_long_Peribunya_M_1_1_internal_34	522	0	0	136	565	0	0	0	0	0	0	0	556	0
internal_long_Peribunya_M_1_1_internal_35	1036	0	0	788	1578	0	0	0	0	0	0	0	1966	0
internal_long_Peribunya_M_1_1_internal_36	1100	0	0	503	1232	0	0	0	0	0	0	0	862	0
internal_long_Peribunya_M_1_1_internal_37	974	0	0	518	819	0	0	0	0	0	456	0	1489	0
internal_long_Peribunya_M_1_1_internal_38	5033	0	0	3752	6652	0	0	0	0	0	1946	0	10189	0
internal_long_Peribunya_M_1_1_internal_39	877	0	0	767	1457	0	0	0	0	0	596	0	1709	0
internal_long_Peribunya_M_1_1_internal_4	477	0	0	1052	978	0	0	0	0	0	462	0	1093	0
internal_long_Peribunya_M_1_1_internal_40	1335	0	0	1068	1221	0	0	0	0	0	0	0	1543	0
internal_long_Peribunya_M_1_1_internal_41	1912	0	0	682	1720	0	0	0	0	0	499	0	1713	0
internal_long_Peribunya_M_1_1_internal_42	1354	0	0	1326	1231	0	0	0	0	0	643	0	4386	0
internal_long_Peribunya_M_1_1_internal_43	1460	0	0	1297	2172	0	0	0	0	0	0	0	3583	0
internal_long_Peribunya_M_1_1_internal_44	1117	0	0	719	2099	0	0	0	0	0	594	0	2478	0
internal_long_Peribunya_M_1_1_internal_45	1109	0	0	864	636	0	0	0	0	0	0	0	1784	0
internal_long_Peribunya_M_1_1_internal_46	1239	0	0	1114	1987	0	0	0	0	0	0	0	2429	0
internal_long_Peribunya_M_1_1_internal_47	1192	0	0	1372	1485	0	0	0	0	0	0	0	3043	0
internal_long_Peribunya_M_1_1_internal_48	489	0	0	1083	1780	0	0	0	0	0	0	0	1524	0
internal_long_Peribunya_M_1_1_internal_49	311	0	0	258	591	0	0	0	0	0	0	0	1240	0
internal_long_Peribunya_M_1_1_internal_5	1026	0	0	511	1290	0	0	0	0	0	0	0	1304	0
internal_long_Peribunya_M_1_1_internal_50	584	0	0	623	881	0	0	0	0	0	0	0	559	0
internal_long_Peribunya_M_1_1_internal_51	844	0	0	788	988	0	0	0	0	0	0	0	1564	0
internal_long_Peribunya_M_1_1_internal_52	667	0	0	674	769	0	0	0	0	0	597	0	1053	0
internal_long_Peribunya_M_1_1_internal_53	653	0	0	1466	1132	0	0	0	0	0	565	0	2129	0
internal_long_Peribunya_M_1_1_internal_54	1393	0	0	1086	1482	0	0	0	0	0	650	0	2509	0
internal_long_Peribunya_M_1_1_internal_55	864	0	0	655	1516	0	0	0	0	0	0	0	2704	0
internal_long_Peribunya_M_1_1_internal_56	506	0	0	685	1372	0	0	0	0	0	0	0	2113	0
internal_long_Peribunya_M_1_1_internal_57	1172	0	0	400	1362	0	0	0	0	0	549	0	1483	0
internal_long_Peribunya_M_1_1_internal_58	1280	0	0	792	1764	0	0	0	0	0	899	0	2634	0
internal_long_Peribunya_M_1_1_internal_59	1523	0	0	958	2322	0	0	0	0	0	0	0	3652	0
internal_long_Peribunya_M_1_1_internal_6	1670	0	0	685	2463	0	0	0	0	0	0	0	3387	0
internal_long_Peribunya_M_1_1_internal_60	642	0	0	662	1458	0	0	0	0	0	361	0	1851	0
internal_long_Peribunya_M_1_1_internal_61	732	0	0	775	1168	0	0	0	0	0	0	0	1716	0
internal_long_Peribunya_M_1_1_internal_62	1025	0	0	562	1775	0	0	0	0	0	502	0	1043	0
internal_long_Peribunya_M_1_1_internal_63	556	0	0	598	996	0	0	0	0	0	0	0	1434	0
internal_long_Peribunya_M_1_1_internal_64	1181	0	0	338	1823	0	0	0	0	0	422	0	2511	0
internal_long_Peribunya_M_1_1_internal_65	2797	0	0	1830	2977	0	0	0	0	0	0	0	3957	0
internal_long_Peribunya_M_1_1_internal_66	1542	0	0	1712	2839	0	0	0	0	0	0	0	3588	0
internal_long_Peribunya_M_1_1_internal_67	129	0	0	973	1600	0	0	0	0	0	0	0	2497	0
internal_long_Peribunya_M_1_1_internal_68	622	0	0	585	1437	0	0	0	0	0	326	0	1701	0
internal_long_Peribunya_M_1_1_internal_69	461	0	0	627	322	0	0	0	0	0	0	0	587	0
internal_long_Peribunya_M_1_1_internal_7	811	0	0	467	1370	0	0	0	0	0	301	0	1581	0
internal_long_Peribunya_M_1_1_internal_70	220	0	0	199	504	0	0	0	0	0	0	0	630	0
internal_long_Peribunya_M_1_1_internal_71	546	0	0	137	317	0	0	0	0	0	0	0	661	0
internal_long_Peribunya_M_1_1_internal_8	1307	0	0	1377	1751	0	0	0	0	0	423	0	2218	0
internal_long_Peribunya_M_1_1_internal_9	814	0	0	681	1632	0	0	0	0	0	0	0	2026	0
internal_long_Peribunya_NSS_1_internal_1	0	0	0	3173	0	0	0	0	0	0	0	980	0	0
internal_long_Peribunya_NSS_1_internal_10	0	0	0	2952	0	0	0	0	0	0	0	801	0	0
internal_long_Peribunya_NSS_1_internal_100	0	0	0	468	0	129	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_101	6	0	0	454	0	152	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_102	0	0	0	1193	0	0	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_103	0	0	0	955	0	0	0	0	0	0	0	251	0	0
internal_long_Peribunya_NSS_1_internal_104	0	0	0	1901	0	0	0	0	0	0	0	484	0	0
internal_long_Peribunya_NSS_1_internal_105	0	0	0	2741	0	0	0	0	0	0	0	644	0	0
internal_long_Peribunya_NSS_1_internal_106	0	0	0	6960	0	0	0	0	0	0	0	1782	0	0
internal_long_Peribunya_NSS_1_internal_107	3	0	0	694	0	0	0	0	0	0	0	189	0	0
internal_long_Peribunya_NSS_1_internal_108	13	0	0	900	0	0	0	0	0	0	0	222	0	0
internal_long_Peribunya_NSS_1_internal_109	0	0	0	659	0	0	0	0	0	0	0	0	0	117
internal_long_Peribunya_NSS_1_internal_11	0	0	0	485	0	0	0	0	0	0	0	0	0	108
internal_long_Peribunya_NSS_1_internal_110	0	0	0	454	0	0	0	0	0	0	0	105	0	0
internal_long_Peribunya_NSS_1_internal_111	0	0	0	1018	0	0	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_112	4	0	0	601	0	0	0	0	0	0	0	139	0	0
internal_long_Peribunya_NSS_1_internal_113	2	0	0	425	0	0	0	0	0	0	0	96	0	0
internal_long_Peribunya_NSS_1_internal_114	6	0	0	1005	0	0	0	0	0	0	0	194	0	0
internal_long_Peribunya_NSS_1_internal_115	0	0	0	556	0	0	0	0	0	0	0	170	0	0
internal_long_Peribunya_NSS_1_internal_116	2	0	0	1372	0	0	0	0	0	0	0	352	0	0
internal_long_Peribunya_NSS_1_internal_117	0	0	0	581	0	0	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_118	10	0	0	1235	0	0	0	0	0	0	0	366	0	0
internal_long_Peribunya_NSS_1_internal_119	0	0	0	534	0	0	0	0	0	0	0	132	0	0
internal_long_Peribunya_NSS_1_internal_12	0	0	0	1987	0	0	0	0	0	0	0	532	0	0
internal_long_Peribunya_NSS_1_internal_120	0	0	0	465	0	0	0	55	0	0	0	108	0	0
internal_long_Peribunya_NSS_1_internal_121	0	0	0	1535	0	0	0	0	0	0	0	411	0	0
internal_long_Peribunya_NSS_1_internal_122	3	0	0	484	0	0	0	0	0	0	0	0	0	88
internal_long_Peribunya_NSS_1_internal_123	7	0	0	566	0	169	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_124	8	0	0	300	0	111	0	0	0	0	0	81	0	0
internal_long_Peribunya_NSS_1_internal_125	0	0	0	2938	0	0	0	0	0	0	0	590	0	0
internal_long_Peribunya_NSS_1_internal_126	0	0	0	1707	0	0	0	0	0	0	0	442	0	0
internal_long_Peribunya_NSS_1_internal_127	11	0	0	612	0	0	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_128	0	0	0	635	0	0	0	0	0	0	0	125	0	0
internal_long_Peribunya_NSS_1_internal_129	12	0	0	360	0	148	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_13	0	0	0	617	0	0	0	0	0	0	0	157	0	0
internal_long_Peribunya_NSS_1_internal_130	0	0	0	554	0	0	0	0	0	0	0	119	0	0
internal_long_Peribunya_NSS_1_internal_131	0	0	0	679	0	0	0	60	0	0	0	0	0	155
internal_long_Peribunya_NSS_1_internal_132	7	0	0	777	0	230	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_133	0	0	0	876	0	0	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_134	0	0	0	1725	0	0	0	0	0	0	0	334	0	0
internal_long_Peribunya_NSS_1_internal_135	0	0	0	930	0	0	0	80	0	0	0	214	0	0
internal_long_Peribunya_NSS_1_internal_136	0	0	0	1263	0	0	0	0	0	0	0	338	0	0
internal_long_Peribunya_NSS_1_internal_137	3	0	0	417	0	0	0	0	0	0	0	122	0	0
internal_long_Peribunya_NSS_1_internal_138	0	0	0	6023	0	0	0	0	0	0	0	1759	0	0
internal_long_Peribunya_NSS_1_internal_139	0	0	0	2917	0	0	0	0	0	0	0	813	0	0
internal_long_Peribunya_NSS_1_internal_14	8	0	0	1499	0	0	0	0	0	0	0	385	0	0
internal_long_Peribunya_NSS_1_internal_140	4	0	0	683	0	0	0	0	0	0	0	171	0	0
internal_long_Peribunya_NSS_1_internal_141	0	0	0	512	0	0	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_142	3	0	0	543	0	0	0	0	0	0	0	157	0	0
internal_long_Peribunya_NSS_1_internal_143	0	0	0	1824	0	0	0	0	0	0	0	501	0	0
internal_long_Peribunya_NSS_1_internal_144	0	0	0	3381	0	0	0	0	0	0	0	1090	0	0
internal_long_Peribunya_NSS_1_internal_145	0	0	0	1480	0	0	0	0	0	0	0	426	0	0
internal_long_Peribunya_NSS_1_internal_146	0	0	0	1225	0	0	0	0	0	0	0	0	0	261
internal_long_Peribunya_NSS_1_internal_147	0	0	0	2398	0	0	0	0	0	0	0	575	0	0
internal_long_Peribunya_NSS_1_internal_148	2	0	0	908	0	0	0	0	0	0	0	278	0	0
internal_long_Peribunya_NSS_1_internal_149	0	0	0	602	0	0	0	54	0	0	0	0	0	113
internal_long_Peribunya_NSS_1_internal_15	0	0	0	509	0	0	0	0	0	0	0	0	0	102
internal_long_Peribunya_NSS_1_internal_150	2	0	0	1369	0	0	0	0	0	0	0	306	0	0
internal_long_Peribunya_NSS_1_internal_151	0	0	0	1803	0	0	0	0	0	0	0	425	0	0
internal_long_Peribunya_NSS_1_internal_152	2	0	0	1056	0	324	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_153	0	0	0	2070	0	0	0	0	0	0	0	514	0	0
internal_long_Peribunya_NSS_1_internal_154	0	0	0	2784	0	0	0	0	0	0	0	727	0	0
internal_long_Peribunya_NSS_1_internal_155	0	0	0	2620	0	0	0	0	0	0	0	680	0	0
internal_long_Peribunya_NSS_1_internal_156	0	0	0	614	0	0	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_157	0	0	0	3143	0	0	0	0	0	0	0	952	0	0
internal_long_Peribunya_NSS_1_internal_158	1	0	0	1676	0	0	0	0	0	0	0	407	0	0
internal_long_Peribunya_NSS_1_internal_159	14	0	0	2056	0	0	0	0	0	0	0	580	0	0
internal_long_Peribunya_NSS_1_internal_16	0	0	0	431	0	0	0	0	0	0	0	104	0	0
internal_long_Peribunya_NSS_1_internal_160	0	0	0	3326	0	0	0	0	0	0	0	863	0	0
internal_long_Peribunya_NSS_1_internal_161	0	0	0	1545	0	0	0	0	0	0	0	376	0	0
internal_long_Peribunya_NSS_1_internal_162	15	0	0	1897	0	0	0	0	0	0	0	436	0	0
internal_long_Peribunya_NSS_1_internal_163	16	0	0	799	0	274	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_164	18	0	0	3071	0	0	0	0	0	0	0	802	0	0
internal_long_Peribunya_NSS_1_internal_165	0	0	0	548	0	0	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_166	0	0	0	874	0	0	0	0	0	0	0	232	0	0
internal_long_Peribunya_NSS_1_internal_167	0	0	0	1334	0	0	0	0	0	0	0	380	0	0
internal_long_Peribunya_NSS_1_internal_168	0	0	0	673	0	0	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_169	0	0	0	782	0	0	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_17	0	0	0	7133	0	0	0	0	0	0	0	2124	0	0
internal_long_Peribunya_NSS_1_internal_170	0	0	0	3660	0	0	0	0	0	0	0	992	0	0
internal_long_Peribunya_NSS_1_internal_171	0	0	0	1129	0	0	0	97	40	0	0	317	0	0
internal_long_Peribunya_NSS_1_internal_172	0	0	0	3154	0	0	0	0	0	0	0	823	0	0
internal_long_Peribunya_NSS_1_internal_173	0	0	0	2146	0	0	0	0	0	0	0	589	0	0
internal_long_Peribunya_NSS_1_internal_174	0	0	0	551	0	0	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_175	0	0	0	1376	0	0	0	0	0	0	0	325	0	0
internal_long_Peribunya_NSS_1_internal_176	6	0	0	496	0	174	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_177	1	0	0	861	0	0	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_178	11	0	0	642	0	0	0	0	0	0	0	155	0	0
internal_long_Peribunya_NSS_1_internal_179	0	0	0	2050	0	0	0	0	0	0	0	490	0	0
internal_long_Peribunya_NSS_1_internal_18	0	0	0	5287	0	0	0	0	0	0	0	1342	0	0
internal_long_Peribunya_NSS_1_internal_180	0	0	0	1459	0	0	0	0	0	0	0	329	0	0
internal_long_Peribunya_NSS_1_internal_181	0	0	0	3498	0	0	0	0	0	0	0	952	0	0
internal_long_Peribunya_NSS_1_internal_182	1	0	0	1045	0	0	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_183	4	0	0	1218	0	0	0	0	0	0	0	279	0	0
internal_long_Peribunya_NSS_1_internal_184	4	0	0	1056	0	0	0	0	0	0	0	222	0	0
internal_long_Peribunya_NSS_1_internal_185	0	0	0	794	0	0	0	0	0	0	0	229	0	0
internal_long_Peribunya_NSS_1_internal_186	0	0	0	4398	0	0	0	0	0	0	0	1446	0	0
internal_long_Peribunya_NSS_1_internal_187	10	0	0	2887	0	0	0	0	0	0	0	810	0	0
internal_long_Peribunya_NSS_1_internal_188	1	0	0	2666	0	0	0	0	0	0	0	578	0	0
internal_long_Peribunya_NSS_1_internal_189	6	0	0	431	0	152	0	0	0	0	0	146	0	0
internal_long_Peribunya_NSS_1_internal_19	0	0	0	2412	0	0	0	0	0	0	0	635	0	0
internal_long_Peribunya_NSS_1_internal_190	1	0	0	1456	0	0	0	147	47	0	0	359	0	0
internal_long_Peribunya_NSS_1_internal_191	0	0	0	598	0	0	0	0	0	0	0	136	0	0
internal_long_Peribunya_NSS_1_internal_192	0	0	0	2152	0	0	0	0	0	0	0	604	0	0
internal_long_Peribunya_NSS_1_internal_193	1	0	0	1304	0	0	0	0	0	0	0	303	0	0
internal_long_Peribunya_NSS_1_internal_194	2	0	0	1315	0	0	0	0	0	0	0	261	0	0
internal_long_Peribunya_NSS_1_internal_195	0	0	0	2285	0	0	0	0	0	0	0	603	0	0
internal_long_Peribunya_NSS_1_internal_2	5	0	0	1469	0	0	0	0	0	0	0	331	0	0
internal_long_Peribunya_NSS_1_internal_20	2	0	0	1462	0	0	0	0	0	0	0	358	0	0
internal_long_Peribunya_NSS_1_internal_21	0	0	0	635	0	0	0	0	0	0	0	139	0	0
internal_long_Peribunya_NSS_1_internal_22	6	0	0	1858	0	0	0	0	0	0	0	552	0	0
internal_long_Peribunya_NSS_1_internal_23	0	0	0	1448	0	0	0	0	0	0	0	292	0	0
internal_long_Peribunya_NSS_1_internal_24	0	0	0	1697	0	0	0	0	0	0	0	526	0	0
internal_long_Peribunya_NSS_1_internal_25	0	0	0	640	0	0	0	0	0	0	0	125	0	0
internal_long_Peribunya_NSS_1_internal_26	1	0	0	7483	0	0	0	0	0	0	0	2029	0	0
internal_long_Peribunya_NSS_1_internal_27	0	0	0	3704	0	0	0	0	0	0	0	1153	0	0
internal_long_Peribunya_NSS_1_internal_28	0	0	0	1396	0	0	0	0	0	0	0	326	0	0
internal_long_Peribunya_NSS_1_internal_29	4	0	0	1224	0	363	0	0	0	0	0	410	0	0
internal_long_Peribunya_NSS_1_internal_3	0	0	0	537	0	0	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_30	0	0	0	3819	0	0	0	0	0	0	0	1236	0	0
internal_long_Peribunya_NSS_1_internal_31	12	0	0	492	0	172	0	0	0	0	0	107	0	0
internal_long_Peribunya_NSS_1_internal_32	0	0	0	2136	0	0	0	0	0	0	0	435	0	0
internal_long_Peribunya_NSS_1_internal_33	0	0	0	2755	0	0	0	0	0	0	0	742	0	0
internal_long_Peribunya_NSS_1_internal_34	11	0	0	852	0	0	0	0	0	0	0	257	0	0
internal_long_Peribunya_NSS_1_internal_35	0	0	0	2095	0	0	0	0	0	0	0	490	0	0
internal_long_Peribunya_NSS_1_internal_36	0	0	0	4727	0	0	0	0	0	0	0	1506	0	0
internal_long_Peribunya_NSS_1_internal_37	0	0	0	738	0	0	0	0	0	0	0	153	0	0
internal_long_Peribunya_NSS_1_internal_38	0	0	0	916	0	0	0	0	0	0	0	179	0	0
internal_long_Peribunya_NSS_1_internal_39	9	0	0	6290	0	0	0	0	0	0	0	1865	0	0
internal_long_Peribunya_NSS_1_internal_4	13	0	0	451	0	123	0	0	0	0	0	118	0	0
internal_long_Peribunya_NSS_1_internal_40	6	0	0	1678	0	0	0	0	0	0	0	389	0	0
internal_long_Peribunya_NSS_1_internal_41	0	0	0	2624	0	0	0	0	0	0	0	760	0	0
internal_long_Peribunya_NSS_1_internal_42	1	0	0	1120	0	0	0	0	0	0	0	210	0	0
internal_long_Peribunya_NSS_1_internal_43	0	0	0	3600	0	0	0	0	0	0	0	940	0	0
internal_long_Peribunya_NSS_1_internal_44	0	0	0	1947	0	0	0	0	0	0	0	477	0	0
internal_long_Peribunya_NSS_1_internal_45	0	0	0	1462	0	0	0	0	0	0	0	333	0	0
internal_long_Peribunya_NSS_1_internal_46	0	0	0	1365	0	0	0	0	0	0	0	258	0	0
internal_long_Peribunya_NSS_1_internal_47	0	0	0	2143	0	0	0	0	0	0	0	564	0	0
internal_long_Peribunya_NSS_1_internal_48	0	0	0	2777	0	0	0	0	0	0	0	745	0	0
internal_long_Peribunya_NSS_1_internal_49	0	0	0	2668	0	0	0	0	0	0	0	638	0	0
internal_long_Peribunya_NSS_1_internal_5	15	0	0	2501	0	0	0	0	0	0	0	782	0	0
internal_long_Peribunya_NSS_1_internal_50	0	0	0	3978	0	0	0	0	0	0	0	1320	0	0
internal_long_Peribunya_NSS_1_internal_51	0	0	0	2415	0	0	0	0	0	0	0	591	0	0
internal_long_Peribunya_NSS_1_internal_52	2	0	0	2665	0	0	0	0	0	0	0	736	0	0
internal_long_Peribunya_NSS_1_internal_53	4	0	0	1799	0	0	0	0	0	0	0	501	0	0
internal_long_Peribunya_NSS_1_internal_54	0	0	0	1728	0	0	0	0	0	0	0	492	0	0
internal_long_Peribunya_NSS_1_internal_55	0	0	0	1318	0	0	0	0	0	0	0	275	0	0
internal_long_Peribunya_NSS_1_internal_56	16	0	0	1300	0	0	0	0	0	0	0	305	0	0
internal_long_Peribunya_NSS_1_internal_57	0	0	0	3554	0	0	0	0	0	0	0	1019	0	0
internal_long_Peribunya_NSS_1_internal_58	0	0	0	3261	0	0	0	0	0	0	0	883	0	0
internal_long_Peribunya_NSS_1_internal_59	1	0	0	417	0	0	0	0	0	0	0	114	0	0
internal_long_Peribunya_NSS_1_internal_6	0	0	0	559	0	0	0	0	0	0	0	161	0	0
internal_long_Peribunya_NSS_1_internal_60	8	0	0	984	0	0	0	0	0	0	0	198	0	0
internal_long_Peribunya_NSS_1_internal_61	0	0	0	1098	0	0	0	0	0	0	0	252	0	0
internal_long_Peribunya_NSS_1_internal_62	8	0	0	676	0	221	0	0	0	0	0	199	0	0
internal_long_Peribunya_NSS_1_internal_63	11	0	0	1042	0	0	0	0	0	0	0	247	0	0
internal_long_Peribunya_NSS_1_internal_64	0	0	0	1033	0	0	0	0	0	0	0	220	0	0
internal_long_Peribunya_NSS_1_internal_65	7	34	196	317	0	167	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_66	38	73	358	614	0	358	0	0	0	0	0	356	0	0
internal_long_Peribunya_NSS_1_internal_67	0	0	0	1182	0	0	0	0	0	0	0	0	0	0
internal_long_Peribunya_NSS_1_internal_68	0	0	0	499	0	135	0	0	0	0	0	0	0	0
